resultId,raceId,driverId,constructorId,grid,position,positionOrder,points,laps,milliseconds,statusId,driverRef,dob,year,round,circuitId,circuitRef,lat,lng,alt,team_avg_position
4121,212,65,15,10,5,5,2.0,64,5463882,1,herbert,1964-06-25,1997,6,4,catalunya,41.57,2.26111,109,
4131,212,15,18,18,15,15,0.0,62,,12,trulli,1974-07-13,1997,6,4,catalunya,41.57,2.26111,109,
4136,212,75,20,16,,20,0.0,34,,6,nakano,1971-04-01,1997,6,4,catalunya,41.57,2.26111,109,
4137,212,71,21,15,,21,0.0,17,,5,damon_hill,1960-09-17,1997,6,4,catalunya,41.57,2.26111,109,
4139,213,30,6,1,1,1,10.0,54,4660646,1,michael_schumacher,1969-01-03,1997,7,7,villeneuve,45.5,-73.5228,13,
4143,213,65,15,13,5,5,2.0,54,4665362,1,herbert,1964-06-25,1997,7,7,villeneuve,45.5,-73.5228,13,
4144,213,75,20,19,6,6,1.0,54,4697347,1,nakano,1971-04-01,1997,7,7,villeneuve,45.5,-73.5228,13,
4147,213,71,21,15,9,9,0.0,53,,11,damon_hill,1960-09-17,1997,7,7,villeneuve,45.5,-73.5228,13,
4149,213,44,20,10,11,11,0.0,51,,20,panis,1966-09-02,1997,7,7,villeneuve,45.5,-73.5228,13,
4152,213,25,22,11,,14,0.0,35,,7,wurz,1974-02-15,1997,7,7,villeneuve,45.5,-73.5228,13,
4154,213,15,18,20,,16,0.0,32,,5,trulli,1974-07-13,1997,7,7,villeneuve,45.5,-73.5228,13,
4157,213,35,3,2,,19,0.0,1,,3,villeneuve,1971-04-09,1997,7,7,villeneuve,45.5,-73.5228,13,
4161,214,30,6,1,1,1,10.0,72,5930492,1,michael_schumacher,1969-01-03,1997,8,8,magny_cours,46.8642,3.16361,228,
4164,214,35,3,4,4,4,3.0,72,6012276,1,villeneuve,1971-04-09,1997,8,8,magny_cours,46.8642,3.16361,228,
4168,214,65,15,14,8,8,0.0,71,,11,herbert,1964-06-25,1997,8,8,magny_cours,46.8642,3.16361,228,
4170,214,15,20,6,10,10,0.0,70,,12,trulli,1974-07-13,1997,8,8,magny_cours,46.8642,3.16361,228,
4172,214,71,21,17,12,12,0.0,69,,13,damon_hill,1960-09-17,1997,8,8,magny_cours,46.8642,3.16361,228,
4174,214,25,22,7,,14,0.0,60,,20,wurz,1974-02-15,1997,8,8,magny_cours,46.8642,3.16361,228,
4181,214,75,20,12,,21,0.0,7,,20,nakano,1971-04-01,1997,8,8,magny_cours,46.8642,3.16361,228,
4183,215,35,3,1,1,1,10.0,59,5281665,1,villeneuve,1971-04-09,1997,9,9,silverstone,52.0786,-1.01694,153,
4185,215,25,22,8,3,3,4.0,59,5292961,1,wurz,1974-02-15,1997,9,9,silverstone,52.0786,-1.01694,153,
4188,215,71,21,12,6,6,1.0,59,5355217,1,damon_hill,1960-09-17,1997,9,9,silverstone,52.0786,-1.01694,153,
4190,215,15,20,13,8,8,0.0,58,,11,trulli,1974-07-13,1997,9,9,silverstone,52.0786,-1.01694,153,
4193,215,75,20,15,11,11,0.0,57,,5,nakano,1971-04-01,1997,9,9,silverstone,52.0786,-1.01694,153,
4199,215,65,15,9,,17,0.0,42,,10,herbert,1964-06-25,1997,9,9,silverstone,52.0786,-1.01694,153,
4200,215,30,6,4,,18,0.0,38,,36,michael_schumacher,1969-01-03,1997,9,9,silverstone,52.0786,-1.01694,153,
4206,216,30,6,4,2,2,6.0,45,4876573,1,michael_schumacher,1969-01-03,1997,10,10,hockenheimring,49.3278,8.56583,103,
4208,216,15,20,11,4,4,3.0,45,4886211,1,trulli,1974-07-13,1997,10,10,hockenheimring,49.3278,8.56583,103,
4211,216,75,20,17,7,7,0.0,45,4938768,1,nakano,1971-04-01,1997,10,10,hockenheimring,49.3278,8.56583,103,
4212,216,71,21,13,8,8,0.0,44,,11,damon_hill,1960-09-17,1997,10,10,hockenheimring,49.3278,8.56583,103,
4218,216,35,3,9,,14,0.0,33,,20,villeneuve,1971-04-09,1997,10,10,hockenheimring,49.3278,8.56583,103,
4221,216,65,15,14,,17,0.0,8,,3,herbert,1964-06-25,1997,10,10,hockenheimring,49.3278,8.56583,103,
4227,217,35,3,2,1,1,10.0,77,6347149,1,villeneuve,1971-04-09,1997,11,11,hungaroring,47.5789,19.2486,264,
4228,217,71,21,3,2,2,6.0,77,6356228,1,damon_hill,1960-09-17,1997,11,11,hungaroring,47.5789,19.2486,264,
4229,217,65,15,10,3,3,4.0,77,6367594,1,herbert,1964-06-25,1997,11,11,hungaroring,47.5789,19.2486,264,
4230,217,30,6,1,4,4,3.0,77,6377650,1,michael_schumacher,1969-01-03,1997,11,11,hungaroring,47.5789,19.2486,264,
4232,217,75,20,16,6,6,1.0,77,6388661,1,nakano,1971-04-01,1997,11,11,hungaroring,47.5789,19.2486,264,
4233,217,15,20,12,7,7,0.0,77,6422701,1,trulli,1974-07-13,1997,11,11,hungaroring,47.5789,19.2486,264,
4249,218,30,6,3,1,1,10.0,44,5626717,1,michael_schumacher,1969-01-03,1997,12,13,spa,50.4372,5.97139,401,
4252,218,65,15,11,4,4,3.0,44,5665742,1,herbert,1964-06-25,1997,12,13,spa,50.4372,5.97139,401,
4253,218,35,3,1,5,5,2.0,44,5668820,1,villeneuve,1971-04-09,1997,12,13,spa,50.4372,5.97139,401,
4261,218,71,21,9,13,13,0.0,42,,12,damon_hill,1960-09-17,1997,12,13,spa,50.4372,5.97139,401,
4263,218,15,20,14,15,15,0.0,42,,12,trulli,1974-07-13,1997,12,13,spa,50.4372,5.97139,401,
4270,218,75,20,16,,22,0.0,5,,10,nakano,1971-04-01,1997,12,13,spa,50.4372,5.97139,401,
4293,220,35,3,1,1,1,10.0,71,5255999,1,villeneuve,1971-04-09,1997,14,70,red_bull_ring,47.2197,14.7647,678,
4298,220,30,6,9,6,6,1.0,71,5289409,1,michael_schumacher,1969-01-03,1997,14,70,red_bull_ring,47.2197,14.7647,678,
4299,220,71,21,7,7,7,0.0,71,5293206,1,damon_hill,1960-09-17,1997,14,70,red_bull_ring,47.2197,14.7647,678,
4300,220,65,15,12,8,8,0.0,71,5305056,1,herbert,1964-06-25,1997,14,70,red_bull_ring,47.2197,14.7647,678,
4307,220,15,20,3,,15,0.0,58,,5,trulli,1974-07-13,1997,14,70,red_bull_ring,47.2197,14.7647,678,
4309,220,75,20,16,,17,0.0,57,,5,nakano,1971-04-01,1997,14,70,red_bull_ring,47.2197,14.7647,678,
4315,221,35,3,2,1,1,10.0,67,5487843,1,villeneuve,1971-04-09,1997,15,20,nurburgring,50.3356,6.9475,578,
4320,221,44,20,11,6,6,1.0,67,5531593,1,panis,1966-09-02,1997,15,20,nurburgring,50.3356,6.9475,578,
4321,221,65,15,16,7,7,0.0,67,5532197,1,herbert,1964-06-25,1997,15,20,nurburgring,50.3356,6.9475,578,
4322,221,71,21,13,8,8,0.0,67,5532620,1,damon_hill,1960-09-17,1997,15,20,nurburgring,50.3356,6.9475,578,
4331,221,75,20,17,,17,0.0,16,,5,nakano,1971-04-01,1997,15,20,nurburgring,50.3356,6.9475,578,
4332,221,30,6,5,,18,0.0,2,,22,michael_schumacher,1969-01-03,1997,15,20,nurburgring,50.3356,6.9475,578,
4361,223,35,3,1,3,3,4.0,69,5939574,1,villeneuve,1971-04-09,1997,17,26,jerez,36.7083,-6.03417,37,
4365,223,44,20,9,7,7,0.0,69,6004916,1,panis,1966-09-02,1997,17,26,jerez,36.7083,-6.03417,37,
4366,223,65,15,14,8,8,0.0,69,6010732,1,herbert,1964-06-25,1997,17,26,jerez,36.7083,-6.03417,37,
4368,223,75,20,15,10,10,0.0,69,6015986,1,nakano,1971-04-01,1997,17,26,jerez,36.7083,-6.03417,37,
4376,223,30,6,2,,18,0.0,47,,4,michael_schumacher,1969-01-03,1997,17,26,jerez,36.7083,-6.03417,37,
4377,223,71,21,4,,19,0.0,47,,6,damon_hill,1960-09-17,1997,17,26,jerez,36.7083,-6.03417,37,
4381,224,71,3,2,1,1,10.0,58,5570400,1,damon_hill,1960-09-17,1996,1,1,albert_park,-37.8497,144.968,10,
4382,224,35,3,1,2,2,6.0,58,5608420,1,villeneuve,1971-04-09,1996,1,1,albert_park,-37.8497,144.968,10,
4387,224,44,27,11,7,7,0.0,57,,11,panis,1966-09-02,1996,1,1,albert_park,-37.8497,144.968,10,
4393,224,30,6,4,,13,0.0,32,,23,michael_schumacher,1969-01-03,1996,1,1,albert_park,-37.8497,144.968,10,
4400,224,65,15,14,,20,0.0,0,,4,herbert,1964-06-25,1996,1,1,albert_park,-37.8497,144.968,10,
4425,226,71,3,1,1,1,10.0,72,6895322,1,damon_hill,1960-09-17,1996,3,25,galvez,-34.6943,-58.4593,8,
4426,226,35,3,3,2,2,6.0,72,6907489,1,villeneuve,1971-04-09,1996,3,25,galvez,-34.6943,-58.4593,8,
4432,226,44,27,12,8,8,0.0,72,6969617,1,panis,1966-09-02,1996,3,25,galvez,-34.6943,-58.4593,8,
4433,226,65,15,17,9,9,0.0,71,,11,herbert,1964-06-25,1996,3,25,galvez,-34.6943,-58.4593,8,
4436,226,30,6,2,,12,0.0,46,,41,michael_schumacher,1969-01-03,1996,3,25,galvez,-34.6943,-58.4593,8,
4447,227,35,3,2,1,1,10.0,67,5606473,1,villeneuve,1971-04-09,1996,4,20,nurburgring,50.3356,6.9475,578,
4448,227,30,6,3,2,2,6.0,67,5607235,1,michael_schumacher,1969-01-03,1996,4,20,nurburgring,50.3356,6.9475,578,
4450,227,71,3,1,4,4,3.0,67,5639984,1,damon_hill,1960-09-17,1996,4,20,nurburgring,50.3356,6.9475,578,
4453,227,65,15,12,7,7,0.0,67,5684500,1,herbert,1964-06-25,1996,4,20,nurburgring,50.3356,6.9475,578,
4464,227,44,27,15,,18,0.0,6,,4,panis,1966-09-02,1996,4,20,nurburgring,50.3356,6.9475,578,
4491,229,44,27,14,1,1,10.0,75,7245629,1,panis,1966-09-02,1996,6,6,monaco,43.7347,7.42056,7,
4493,229,65,15,13,3,3,4.0,75,7283132,1,herbert,1964-06-25,1996,6,6,monaco,43.7347,7.42056,7,
4498,229,35,3,10,,8,0.0,66,,4,villeneuve,1971-04-09,1996,6,6,monaco,43.7347,7.42056,7,
4501,229,71,3,2,,11,0.0,40,,5,damon_hill,1960-09-17,1996,6,6,monaco,43.7347,7.42056,7,
4507,229,30,6,1,,17,0.0,0,,20,michael_schumacher,1969-01-03,1996,6,6,monaco,43.7347,7.42056,7,
4513,230,30,6,3,1,1,10.0,65,7189307,1,michael_schumacher,1969-01-03,1996,7,4,catalunya,41.57,2.26111,109,
4515,230,35,3,2,3,3,4.0,65,7237695,1,villeneuve,1971-04-09,1996,7,4,catalunya,41.57,2.26111,109,
4522,230,65,15,9,,10,0.0,20,,20,herbert,1964-06-25,1996,7,4,catalunya,41.57,2.26111,109,
4525,230,71,3,1,,13,0.0,10,,20,damon_hill,1960-09-17,1996,7,4,catalunya,41.57,2.26111,109,
4528,230,44,27,8,,16,0.0,1,,4,panis,1966-09-02,1996,7,4,catalunya,41.57,2.26111,109,
4535,231,71,3,1,1,1,10.0,69,5763400,1,damon_hill,1960-09-17,1996,8,7,villeneuve,45.5,-73.5228,13,
4536,231,35,3,2,2,2,6.0,69,5767583,1,villeneuve,1971-04-09,1996,8,7,villeneuve,45.5,-73.5228,13,
4541,231,65,15,15,7,7,0.0,68,,11,herbert,1964-06-25,1996,8,7,villeneuve,45.5,-73.5228,13,
4546,231,30,6,3,,12,0.0,41,,86,michael_schumacher,1969-01-03,1996,8,7,villeneuve,45.5,-73.5228,13,
4547,231,44,27,11,,13,0.0,39,,5,panis,1966-09-02,1996,8,7,villeneuve,45.5,-73.5228,13,
4557,232,71,3,2,1,1,10.0,72,5789200,1,damon_hill,1960-09-17,1996,9,8,magny_cours,46.8642,3.16361,228,
4558,232,35,3,6,2,2,6.0,72,5797327,1,villeneuve,1971-04-09,1996,9,8,magny_cours,46.8642,3.16361,228,
4563,232,44,27,9,7,7,0.0,71,,11,panis,1966-09-02,1996,9,8,magny_cours,46.8642,3.16361,228,
4569,232,65,15,16,,13,0.0,70,,2,herbert,1964-06-25,1996,9,8,magny_cours,46.8642,3.16361,228,
4578,232,30,6,1,,22,0.0,0,,5,michael_schumacher,1969-01-03,1996,9,8,magny_cours,46.8642,3.16361,228,
4579,233,35,3,2,1,1,10.0,61,5580874,1,villeneuve,1971-04-09,1996,10,9,silverstone,52.0786,-1.01694,153,
4587,233,65,15,13,9,9,0.0,60,,11,herbert,1964-06-25,1996,10,9,silverstone,52.0786,-1.01694,153,
4591,233,44,27,16,,13,0.0,40,,64,panis,1966-09-02,1996,10,9,silverstone,52.0786,-1.01694,153,
4593,233,71,3,1,,15,0.0,26,,36,damon_hill,1960-09-17,1996,10,9,silverstone,52.0786,-1.01694,153,
4598,233,30,6,3,,20,0.0,3,,9,michael_schumacher,1969-01-03,1996,10,9,silverstone,52.0786,-1.01694,153,
4601,234,71,3,1,1,1,10.0,45,4903417,1,damon_hill,1960-09-17,1996,11,10,hockenheimring,49.3278,8.56583,103,
4603,234,35,3,6,3,3,4.0,45,4937343,1,villeneuve,1971-04-09,1996,11,10,hockenheimring,49.3278,8.56583,103,
4604,234,30,6,3,4,4,3.0,45,4944934,1,michael_schumacher,1969-01-03,1996,11,10,hockenheimring,49.3278,8.56583,103,
4607,234,44,27,12,7,7,0.0,45,5007329,1,panis,1966-09-02,1996,11,10,hockenheimring,49.3278,8.56583,103,
4615,234,65,15,14,,15,0.0,25,,76,herbert,1964-06-25,1996,11,10,hockenheimring,49.3278,8.56583,103,
4641,236,30,6,3,1,1,10.0,44,5295125,1,michael_schumacher,1969-01-03,1996,13,13,spa,50.4372,5.97139,401,
4642,236,35,3,1,2,2,6.0,44,5300727,1,villeneuve,1971-04-09,1996,13,13,spa,50.4372,5.97139,401,
4645,236,71,3,2,5,5,2.0,44,5324304,1,damon_hill,1960-09-17,1996,13,13,spa,50.4372,5.97139,401,
4658,236,65,15,12,,18,0.0,0,,4,herbert,1964-06-25,1996,13,13,spa,50.4372,5.97139,401,
4659,236,44,27,14,,19,0.0,0,,4,panis,1966-09-02,1996,13,13,spa,50.4372,5.97139,401,
4661,237,30,6,3,1,1,10.0,53,4663632,1,michael_schumacher,1969-01-03,1996,14,14,monza,45.6156,9.28111,162,
4667,237,35,3,2,7,7,0.0,52,,11,villeneuve,1971-04-09,1996,14,14,monza,45.6156,9.28111,162,
4669,237,65,15,12,9,9,0.0,51,,5,herbert,1964-06-25,1996,14,14,monza,45.6156,9.28111,162,
4676,237,71,3,1,,16,0.0,5,,20,damon_hill,1960-09-17,1996,14,14,monza,45.6156,9.28111,162,
4679,237,44,27,11,,19,0.0,2,,20,panis,1966-09-02,1996,14,14,monza,45.6156,9.28111,162,
4701,239,71,3,2,1,1,10.0,52,5553791,1,damon_hill,1960-09-17,1996,16,22,suzuka,34.8431,136.541,45,
4702,239,30,6,3,2,2,6.0,52,5555674,1,michael_schumacher,1969-01-03,1996,16,22,suzuka,34.8431,136.541,45,
4707,239,44,27,12,7,7,0.0,52,5638301,1,panis,1966-09-02,1996,16,22,suzuka,34.8431,136.541,45,
4710,239,65,15,13,10,10,0.0,52,5655590,1,herbert,1964-06-25,1996,16,22,suzuka,34.8431,136.541,45,
4716,239,35,3,1,,16,0.0,36,,36,villeneuve,1971-04-09,1996,16,22,suzuka,34.8431,136.541,45,
4721,240,30,22,2,1,1,10.0,71,5914154,1,michael_schumacher,1969-01-03,1995,1,18,interlagos,-23.7036,-46.6997,785,
4736,240,71,3,1,,16,0.0,30,,6,damon_hill,1960-09-17,1995,1,18,interlagos,-23.7036,-46.6997,785,
4737,240,65,22,4,,17,0.0,30,,4,herbert,1964-06-25,1995,1,18,interlagos,-23.7036,-46.6997,785,
4743,240,93,31,26,,23,0.0,12,,38,schiattarella,1967-11-17,1995,1,18,interlagos,-23.7036,-46.6997,785,
4745,240,44,27,10,,25,0.0,0,,4,panis,1966-09-02,1995,1,18,interlagos,-23.7036,-46.6997,785,
4747,241,71,3,2,1,1,10.0,72,6794532,1,damon_hill,1960-09-17,1995,2,25,galvez,-34.6943,-58.4593,8,
4749,241,30,22,3,3,3,4.0,72,6827908,1,michael_schumacher,1969-01-03,1995,2,25,galvez,-34.6943,-58.4593,8,
4750,241,65,22,11,4,4,3.0,71,,11,herbert,1964-06-25,1995,2,25,galvez,-34.6943,-58.4593,8,
4753,241,44,27,18,7,7,0.0,70,,12,panis,1966-09-02,1995,2,25,galvez,-34.6943,-58.4593,8,
4755,241,93,31,20,9,9,0.0,68,,14,schiattarella,1967-11-17,1995,2,25,galvez,-34.6943,-58.4593,8,
4773,242,71,3,4,1,1,10.0,63,6102522,1,damon_hill,1960-09-17,1995,3,21,imola,44.3439,11.7167,37,
4779,242,65,22,8,7,7,0.0,61,,12,herbert,1964-06-25,1995,3,21,imola,44.3439,11.7167,37,
4781,242,44,27,12,9,9,0.0,61,,12,panis,1966-09-02,1995,3,21,imola,44.3439,11.7167,37,
4791,242,93,31,23,,19,0.0,35,,22,schiattarella,1967-11-17,1995,3,21,imola,44.3439,11.7167,37,
4798,242,30,22,1,,26,0.0,10,,20,michael_schumacher,1969-01-03,1995,3,21,imola,44.3439,11.7167,37,
4799,243,30,22,1,1,1,10.0,65,5660507,1,michael_schumacher,1969-01-03,1995,4,4,catalunya,41.57,2.26111,109,
4800,243,65,22,7,2,2,6.0,65,5712495,1,herbert,1964-06-25,1995,4,4,catalunya,41.57,2.26111,109,
4802,243,71,3,5,4,4,3.0,65,5782256,1,damon_hill,1960-09-17,1995,4,4,catalunya,41.57,2.26111,109,
4804,243,44,27,15,6,6,1.0,64,,11,panis,1966-09-02,1995,4,4,catalunya,41.57,2.26111,109,
4813,243,93,31,22,15,15,0.0,61,,14,schiattarella,1967-11-17,1995,4,4,catalunya,41.57,2.26111,109,
4825,244,30,22,2,1,1,10.0,78,6791258,1,michael_schumacher,1969-01-03,1995,5,6,monaco,43.7347,7.42056,7,
4826,244,71,3,1,2,2,6.0,78,6826075,1,damon_hill,1960-09-17,1995,5,6,monaco,43.7347,7.42056,7,
4828,244,65,22,7,4,4,3.0,77,,11,herbert,1964-06-25,1995,5,6,monaco,43.7347,7.42056,7,
4836,244,44,27,12,,12,0.0,65,,20,panis,1966-09-02,1995,5,6,monaco,43.7347,7.42056,7,
4850,244,93,31,20,,26,0.0,0,,54,schiattarella,1967-11-17,1995,5,6,monaco,43.7347,7.42056,7,
4854,245,44,27,11,4,4,3.0,68,6330677,1,panis,1966-09-02,1995,6,7,villeneuve,45.5,-73.5228,13,
4855,245,30,22,1,5,5,2.0,68,6331231,1,michael_schumacher,1969-01-03,1995,6,7,villeneuve,45.5,-73.5228,13,
4864,245,71,3,2,,14,0.0,50,,6,damon_hill,1960-09-17,1995,6,7,villeneuve,45.5,-73.5228,13,
4873,245,65,22,6,,23,0.0,0,,4,herbert,1964-06-25,1995,6,7,villeneuve,45.5,-73.5228,13,
4875,246,30,22,2,1,1,10.0,72,5908429,1,michael_schumacher,1969-01-03,1995,7,8,magny_cours,46.8642,3.16361,228,
4876,246,71,3,1,2,2,6.0,72,5939738,1,damon_hill,1960-09-17,1995,7,8,magny_cours,46.8642,3.16361,228,
4882,246,44,27,6,8,8,0.0,71,,11,panis,1966-09-02,1995,7,8,magny_cours,46.8642,3.16361,228,
4895,246,65,22,10,,21,0.0,2,,20,herbert,1964-06-25,1995,7,8,magny_cours,46.8642,3.16361,228,
4899,247,65,22,5,1,1,10.0,61,5675093,1,herbert,1964-06-25,1995,8,9,silverstone,52.0786,-1.01694,153,
4902,247,44,27,13,4,4,3.0,61,5768261,1,panis,1966-09-02,1995,8,9,silverstone,52.0786,-1.01694,153,
4912,247,30,22,2,,14,0.0,45,,4,michael_schumacher,1969-01-03,1995,8,9,silverstone,52.0786,-1.01694,153,
4913,247,71,3,1,,15,0.0,45,,4,damon_hill,1960-09-17,1995,8,9,silverstone,52.0786,-1.01694,153,
4923,248,30,22,2,1,1,10.0,45,4976043,1,michael_schumacher,1969-01-03,1995,9,10,hockenheimring,49.3278,8.56583,103,
4926,248,65,22,9,4,4,3.0,45,5059479,1,herbert,1964-06-25,1995,9,10,hockenheimring,49.3278,8.56583,103,
4939,248,44,27,12,,17,0.0,13,,47,panis,1966-09-02,1995,9,10,hockenheimring,49.3278,8.56583,103,
4944,248,71,3,1,,22,0.0,1,,20,damon_hill,1960-09-17,1995,9,10,hockenheimring,49.3278,8.56583,103,
4947,249,71,3,1,1,1,10.0,77,6385721,1,damon_hill,1960-09-17,1995,10,11,hungaroring,47.5789,19.2486,264,
4950,249,65,22,9,4,4,3.0,76,,11,herbert,1964-06-25,1995,10,11,hungaroring,47.5789,19.2486,264,
4952,249,44,27,10,6,6,1.0,76,,11,panis,1966-09-02,1995,10,11,hungaroring,47.5789,19.2486,264,
4957,249,30,22,3,11,11,0.0,73,,5,michael_schumacher,1969-01-03,1995,10,11,hungaroring,47.5789,19.2486,264,
4971,250,30,22,16,1,1,10.0,44,5807875,1,michael_schumacher,1969-01-03,1995,11,13,spa,50.4372,5.97139,401,
4972,250,71,3,8,2,2,6.0,44,5827368,1,damon_hill,1960-09-17,1995,11,13,spa,50.4372,5.97139,401,
4977,250,65,22,4,7,7,0.0,44,5861918,1,herbert,1964-06-25,1995,11,13,spa,50.4372,5.97139,401,
4979,250,44,27,9,9,9,0.0,44,5874045,1,panis,1966-09-02,1995,11,13,spa,50.4372,5.97139,401,
4995,251,65,22,8,1,1,10.0,53,4707916,1,herbert,1964-06-25,1995,12,14,monza,45.6156,9.28111,162,
5010,251,30,22,2,,16,0.0,23,,4,michael_schumacher,1969-01-03,1995,12,14,monza,45.6156,9.28111,162,
5011,251,71,3,4,,17,0.0,23,,4,damon_hill,1960-09-17,1995,12,14,monza,45.6156,9.28111,162,
5012,251,44,27,13,,18,0.0,20,,20,panis,1966-09-02,1995,12,14,monza,45.6156,9.28111,162,
5020,252,30,22,3,2,2,6.0,71,6119393,1,michael_schumacher,1969-01-03,1995,13,27,estoril,38.7506,-9.39417,130,
5021,252,71,3,2,3,3,4.0,71,6134266,1,damon_hill,1960-09-17,1995,13,27,estoril,38.7506,-9.39417,130,
5025,252,65,22,6,7,7,0.0,70,,11,herbert,1964-06-25,1995,13,27,estoril,38.7506,-9.39417,130,
5039,252,44,27,11,,21,0.0,10,,20,panis,1966-09-02,1995,13,27,estoril,38.7506,-9.39417,130,
5043,253,30,22,3,1,1,10.0,67,5999044,1,michael_schumacher,1969-01-03,1995,14,20,nurburgring,50.3356,6.9475,578,
5047,253,65,22,7,5,5,2.0,66,,11,herbert,1964-06-25,1995,14,20,nurburgring,50.3356,6.9475,578,
5056,253,99,25,19,14,14,0.0,61,,16,tarquini,1962-03-02,1995,14,20,nurburgring,50.3356,6.9475,578,
5058,253,71,3,2,,16,0.0,58,,20,damon_hill,1960-09-17,1995,14,20,nurburgring,50.3356,6.9475,578,
5064,253,44,27,14,,22,0.0,14,,20,panis,1966-09-02,1995,14,20,nurburgring,50.3356,6.9475,578,
5067,254,30,22,3,1,1,10.0,83,6529972,1,michael_schumacher,1969-01-03,1995,15,28,okayama,34.915,134.221,266,
5069,254,71,3,2,3,3,4.0,83,6578305,1,damon_hill,1960-09-17,1995,15,28,okayama,34.915,134.221,266,
5072,254,65,22,7,6,6,1.0,82,,11,herbert,1964-06-25,1995,15,28,okayama,34.915,134.221,266,
5074,254,44,27,9,8,8,0.0,81,,12,panis,1966-09-02,1995,15,28,okayama,34.915,134.221,266,
5091,255,30,22,1,1,1,10.0,53,5812930,1,michael_schumacher,1969-01-03,1995,16,22,suzuka,34.8431,136.541,45,
5093,255,65,22,9,3,3,4.0,53,5896734,1,herbert,1964-06-25,1995,16,22,suzuka,34.8431,136.541,45,
5095,255,44,27,11,5,5,2.0,52,,11,panis,1966-09-02,1995,16,22,suzuka,34.8431,136.541,45,
5103,255,71,3,4,,13,0.0,40,,20,damon_hill,1960-09-17,1995,16,22,suzuka,34.8431,136.541,45,
5115,256,71,3,1,1,1,10.0,81,6555946,1,damon_hill,1960-09-17,1995,17,29,adelaide,-34.9272,138.617,58,
5116,256,44,27,12,2,2,6.0,79,,12,panis,1966-09-02,1995,17,29,adelaide,-34.9272,138.617,58,
5124,256,65,22,8,,10,0.0,69,,7,herbert,1964-06-25,1995,17,29,adelaide,-34.9272,138.617,58,
5129,256,30,22,3,,15,0.0,25,,4,michael_schumacher,1969-01-03,1995,17,29,adelaide,-34.9272,138.617,58,
5139,257,30,22,2,1,1,10.0,71,5739200,1,michael_schumacher,1969-01-03,1994,1,18,interlagos,-23.7036,-46.6997,785,
5140,257,71,3,4,2,2,6.0,70,,11,damon_hill,1960-09-17,1994,1,18,interlagos,-23.7036,-46.6997,785,
5145,257,65,32,21,7,7,0.0,69,,12,herbert,1964-06-25,1994,1,18,interlagos,-23.7036,-46.6997,785,
5149,257,44,27,19,11,11,0.0,68,,13,panis,1966-09-02,1994,1,18,interlagos,-23.7036,-46.6997,785,
5157,257,104,29,11,,19,0.0,21,,6,fittipaldi,1971-01-18,1994,1,18,interlagos,-23.7036,-46.6997,785,
5166,257,108,30,28,,28,0.0,0,,81,belmondo,1963-04-23,1994,1,18,interlagos,-23.7036,-46.6997,785,
5167,258,30,22,2,1,1,10.0,83,6361693,1,michael_schumacher,1969-01-03,1994,2,28,okayama,34.915,134.221,266,
5170,258,104,29,9,4,4,3.0,82,,11,fittipaldi,1971-01-18,1994,2,28,okayama,34.915,134.221,266,
5173,258,65,32,23,7,7,0.0,80,,13,herbert,1964-06-25,1994,2,28,okayama,34.915,134.221,266,
5175,258,44,27,22,9,9,0.0,78,,15,panis,1966-09-02,1994,2,28,okayama,34.915,134.221,266,
5184,258,71,3,3,,18,0.0,49,,7,damon_hill,1960-09-17,1994,2,28,okayama,34.915,134.221,266,
5194,258,108,30,0,,28,0.0,0,,81,belmondo,1963-04-23,1994,2,28,okayama,34.915,134.221,266,
5223,260,30,22,1,1,1,10.0,78,6595300,1,michael_schumacher,1969-01-03,1994,4,6,monaco,43.7347,7.42056,7,
5231,260,44,27,20,9,9,0.0,76,,12,panis,1966-09-02,1994,4,6,monaco,43.7347,7.42056,7,
5234,260,65,32,16,,12,0.0,68,,6,herbert,1964-06-25,1994,4,6,monaco,43.7347,7.42056,7,
5235,260,108,30,24,,13,0.0,53,,68,belmondo,1963-04-23,1994,4,6,monaco,43.7347,7.42056,7,
5237,260,104,29,6,,15,0.0,47,,6,fittipaldi,1971-01-18,1994,4,6,monaco,43.7347,7.42056,7,
5244,260,71,3,4,,22,0.0,0,,4,damon_hill,1960-09-17,1994,4,6,monaco,43.7347,7.42056,7,
5249,261,71,3,2,1,1,10.0,65,5774300,1,damon_hill,1960-09-17,1994,5,4,catalunya,41.57,2.26111,109,
5250,261,30,22,1,2,2,6.0,65,5798466,1,michael_schumacher,1969-01-03,1994,5,4,catalunya,41.57,2.26111,109,
5255,261,44,27,19,7,7,0.0,63,,12,panis,1966-09-02,1994,5,4,catalunya,41.57,2.26111,109,
5262,261,65,32,22,,14,0.0,41,,20,herbert,1964-06-25,1994,5,4,catalunya,41.57,2.26111,109,
5264,261,104,29,21,,16,0.0,35,,5,fittipaldi,1971-01-18,1994,5,4,catalunya,41.57,2.26111,109,
5273,261,108,30,26,,25,0.0,2,,20,belmondo,1963-04-23,1994,5,4,catalunya,41.57,2.26111,109,
5276,262,30,22,1,1,1,10.0,69,6272100,1,michael_schumacher,1969-01-03,1994,6,7,villeneuve,45.5,-73.5228,13,
5277,262,71,3,4,2,2,6.0,69,6311760,1,damon_hill,1960-09-17,1994,6,7,villeneuve,45.5,-73.5228,13,
