driverId,year,DNF_rate,ref,constructor,constructorRef,position_delta,high_alt_sucess_rate,team_avg_position,dvt,finish_volatility,years_active,top10,avg_finish
855,2022,0.5454545454545454,zhou,51,alfa,0.352941176470587,0.3333333333333333,11.523809523809524,-0.11789013125911527,2.3734401178625903,0,0.17647058823529413,12.882352941176471
854,2022,0.5909090909090909,mick_schumacher,210,haas,0.47368421052631504,0.6666666666666666,13.428571428571429,-0.015117581187010074,2.832341904647097,1,0.10526315789473684,13.631578947368421
840,2022,0.4090909090909091,stroll,117,aston_martin,3.3500000000000014,0.3333333333333333,11.142857142857142,-0.027564102564102546,2.376446927663229,5,0.4,11.45
848,2022,0.5714285714285714,albon,3,williams,2.6470588235294112,0.6666666666666666,13.928571428571429,0.08355957767722469,2.2629863601966287,3,0.17647058823529413,12.764705882352942
817,2022,0.36363636363636365,ricciardo,1,mclaren,0.05263157894736814,0.6666666666666666,9.619047619047619,-0.20922355393434086,3.6593143780565676,8,0.3684210526315789,11.631578947368421
846,2022,0.18181818181818182,norris,1,mclaren,0.35000000000000053,0.3333333333333333,9.619047619047619,0.18910891089108908,3.0919249667480613,3,0.85,7.8
849,2022,0.6818181818181818,latifi,3,williams,1.6111111111111107,0.0,13.928571428571429,-0.1327635327635328,2.3227272178185414,2,0.05555555555555555,15.777777777777779
807,2022,0.0,hulkenberg,117,aston_martin,2.5,,11.142857142857142,-0.3012820512820513,2.5,8,0.0,14.5
815,2022,0.13636363636363635,perez,9,red_bull,0.4500000000000002,0.3333333333333333,3.25,-0.21538461538461545,3.5982634700644147,8,0.95,3.95
830,2022,0.09090909090909091,max_verstappen,9,red_bull,0.666666666666667,0.6666666666666666,3.25,0.1355311355311356,4.124480314958568,7,0.9523809523809523,2.8095238095238093
20,2022,0.35,vettel,117,aston_martin,1.8888888888888893,0.0,11.142857142857142,0.05270655270655268,3.166179299727779,8,0.5555555555555556,10.555555555555555
815,2023,0.13636363636363635,perez,9,red_bull,3.2,0.75,2.727272727272727,-0.6500000000000001,3.442382895611701,9,0.95,4.5
830,2023,0.0,max_verstappen,9,red_bull,1.909090909090909,1.0,2.727272727272727,0.5333333333333333,0.8624393618641034,8,1.0,1.2727272727272727
4,2023,0.09090909090909091,alonso,117,aston_martin,0.40000000000000036,0.5,7.545454545454546,0.2578313253012049,3.246536616149585,9,0.95,5.6
847,2023,0.18181818181818182,russell,131,mercedes,0.10526315789473628,0.25,5.590909090909091,-0.1861360718870347,3.6879680087062847,4,0.8947368421052632,6.631578947368421
1,2023,0.09090909090909091,hamilton,131,mercedes,1.5,0.25,5.590909090909091,0.12357723577235764,2.046948949045872,9,1.0,4.9
832,2023,0.13636363636363635,sainz,6,ferrari,-0.75,1.0,5.613636363636363,-0.12226720647773283,3.5930488446443363,8,0.9,6.3
844,2023,0.22727272727272727,leclerc,6,ferrari,0.235294117647058,0.75,5.613636363636363,0.13026911169326016,2.517757006945023,5,0.9411764705882353,4.882352941176471
807,2023,0.5454545454545454,hulkenberg,210,haas,-4.523809523809524,0.5,14.568181818181818,0.019389347002451485,2.6572964625340396,9,0.047619047619047616,14.285714285714286
855,2023,0.45454545454545453,zhou,51,alfa,1.0526315789473681,0.25,13.476190476190476,0.0040915008368979395,2.3911193034948526,1,0.15789473684210525,13.421052631578947
856,2023,0.7,de_vries,213,alphatauri,-1.2222222222222232,0.0,12.954545454545455,-0.1922027290448343,2.006163342807532,1,0.0,15.444444444444445
857,2023,0.36363636363636365,piastri,1,mclaren,-0.21052631578947434,0.25,8.522727272727273,-0.13010526315789467,4.462835142252649,0,0.5789473684210527,9.631578947368421
858,2023,0.5909090909090909,sargeant,3,williams,1.882352941176471,0.5,12.785714285714286,-0.17318435754189937,2.9104275004359965,0,0.058823529411764705,15.0
846,2023,0.18181818181818182,norris,1,mclaren,0.1904761904761898,0.75,8.522727272727273,0.12838095238095243,5.456070699962858,4,0.7619047619047619,7.428571428571429
822,2023,0.45454545454545453,bottas,51,alfa,-0.9473684210526319,0.0,13.476190476190476,0.007997024363027731,3.436805835224107,9,0.21052631578947367,13.368421052631579
848,2023,0.3181818181818182,albon,3,williams,0.6666666666666679,0.5,12.785714285714286,0.13097454996896346,2.6434171674156266,4,0.3888888888888889,11.11111111111111
840,2023,0.2727272727272727,stroll,117,aston_martin,1.0,0.75,7.545454545454546,-0.23694779116465864,3.636237371545238,6,0.6666666666666666,9.333333333333334
817,2023,0.42857142857142855,ricciardo,213,alphatauri,1.0,0.3333333333333333,12.954545454545455,0.018546365914787064,2.762725657973388,9,0.14285714285714285,12.714285714285714
830,2024,0.07692307692307693,max_verstappen,9,red_bull,-0.25,0.0,4.0,0.4375,1.8314384146529925,9,1.0,2.25
815,2024,0.23076923076923078,perez,9,red_bull,0.2727272727272725,0.0,4.0,-0.4772727272727273,4.187742838647644,10,0.9090909090909091,5.909090909090909
832,2024,0.08333333333333333,sainz,6,ferrari,0.2727272727272725,1.0,4.583333333333333,0.10743801652892558,1.504813214295168,9,1.0,4.090909090909091
844,2024,0.15384615384615385,leclerc,6,ferrari,-0.16666666666666607,0.0,4.583333333333333,-0.05454545454545455,3.6247605284885904,6,0.8333333333333334,4.833333333333333
847,2024,0.15384615384615385,russell,131,mercedes,0.0,1.0,6.269230769230769,-0.023517382413087994,3.7518513948301426,5,0.9166666666666666,6.416666666666667
846,2024,0.07692307692307693,norris,1,mclaren,-1.2307692307692304,0.0,5.0,0.07692307692307701,4.828416869684681,5,0.9230769230769231,4.615384615384615
1,2024,0.07692307692307693,hamilton,131,mercedes,1.583333333333333,1.0,6.269230769230769,0.0961145194274028,2.560381915956203,10,1.0,5.666666666666667
857,2024,0.0,piastri,1,mclaren,-0.07692307692307754,1.0,5.0,-0.07692307692307701,3.1753488370077374,1,0.9230769230769231,5.384615384615385
4,2024,0.3076923076923077,alonso,117,aston_martin,-0.3076923076923084,0.0,10.307692307692308,0.037313432835820934,4.177992496615468,10,0.6153846153846154,9.923076923076923
855,2024,0.8461538461538461,zhou,15,sauber,0.6666666666666661,0.0,15.384615384615385,-0.0020833333333332683,2.2157893000513886,2,0.0,15.416666666666666
825,2024,0.5384615384615384,kevin_magnussen,210,haas,2.416666666666668,1.0,11.791666666666666,-0.11660777385159012,2.939198681424733,10,0.16666666666666666,13.166666666666666
817,2024,0.7692307692307693,ricciardo,215,rb,0.6363636363636367,1.0,11.875,-0.056459330143540626,2.3105936412979697,10,0.18181818181818182,12.545454545454545
848,2024,0.6923076923076923,albon,3,williams,-2.0,0.0,15.26086956521739,0.13504273504273506,3.1559467676119,5,0.2,13.2
807,2024,0.38461538461538464,hulkenberg,210,haas,1.0,1.0,11.791666666666666,0.11660777385159012,2.5967394084804805,10,0.4166666666666667,10.416666666666666
858,2024,0.8333333333333334,sargeant,3,williams,0.6999999999999993,0.0,15.26086956521739,-0.0943019943019943,2.6476404589747453,1,0.0,16.7
842,2020,0.4117647058823529,gasly,213,alphatauri,2.0,0.6666666666666666,9.294117647058824,0.10849909584086798,3.3896601479156208,3,0.7142857142857143,8.285714285714286
839,2020,0.47058823529411764,ocon,4,renault,2.23076923076923,0.3333333333333333,7.117647058823529,-0.1671964399237128,3.047940424024454,4,0.7692307692307693,8.307692307692308
839,2021,0.5909090909090909,ocon,214,alpine,1.105263157894738,0.25,9.142857142857142,-0.0016447368421052266,3.4222669909492334,5,0.7368421052631579,9.157894736842104
852,2021,0.6818181818181818,tsunoda,213,alphatauri,-0.2777777777777768,0.25,9.404761904761905,-0.2464135021097045,3.555989556845613,0,0.3888888888888889,11.722222222222221
852,2022,0.6363636363636364,tsunoda,213,alphatauri,-1.1875,0.0,12.022727272727273,-0.08648393194706988,3.2301073898556383,1,0.25,13.0625
842,2022,0.4090909090909091,gasly,213,alphatauri,-0.5789473684210531,0.3333333333333333,12.022727272727273,0.03691175007461946,2.9436066219178025,5,0.3157894736842105,11.578947368421053
839,2023,0.4090909090909091,ocon,214,alpine,0.75,0.25,9.952380952380953,0.06429425837320575,3.21556274235164,7,0.75,9.3125
842,2023,0.13636363636363635,gasly,214,alpine,0.7142857142857153,0.5,9.952380952380953,-0.028708133971291763,3.36515423696281,6,0.5238095238095238,10.238095238095237
852,2023,0.36363636363636365,tsunoda,213,alphatauri,1.3499999999999996,0.5,12.954545454545455,0.031228070175438577,3.0899029110960745,2,0.3,12.55
852,2024,0.6153846153846154,tsunoda,215,rb,-1.0,0.0,11.875,0.038596491228070226,3.5697416651006493,3,0.5833333333333334,11.416666666666666
839,2024,0.6153846153846154,ocon,214,alpine,1.25,1.0,13.26923076923077,-0.017391304347826025,2.7838821814150108,8,0.25,13.5
842,2024,0.6153846153846154,gasly,214,alpine,1.5,1.0,13.26923076923077,0.05043478260869574,3.039736830714133,7,0.4,12.6
154,2014,0.8947368421052632,grosjean,208,lotus_f1,2.1538461538461533,0.0,13.0,0.011834319526627177,2.8513466142847137,0,0.15384615384615385,12.846153846153847
154,2020,0.6,grosjean,210,haas,-1.25,0.6666666666666666,14.9375,0.01813110181311022,2.6562295750848715,6,0.08333333333333333,14.666666666666666
856,2022,0.0,de_vries,3,williams,-1.0,,13.928571428571429,0.35384615384615387,0.0,0,1.0,9.0
822,2024,0.8461538461538461,bottas,15,sauber,-1.833333333333334,0.0,15.384615384615385,-0.012916666666666679,1.8008485654145256,10,0.0,15.583333333333334
860,2024,0.0,bearman,6,ferrari,4.0,,4.583333333333333,-0.5272727272727273,0.0,0,1.0,7.0
842,2021,0.4090909090909091,gasly,213,alphatauri,-1.1052631578947363,0.5,9.404761904761905,0.177348434377082,3.446464324998926,4,0.7894736842105263,7.7368421052631575
839,2022,0.22727272727272727,ocon,214,alpine,2.0,1.0,8.428571428571429,0.027118644067796724,2.3790754506740637,6,0.8,8.2
859,2023,0.4,lawson,213,alphatauri,1.6000000000000014,,12.954545454545455,0.05824561403508781,2.7129319932501077,0,0.2,12.2
20,2020,0.47058823529411764,vettel,6,ferrari,1.4666666666666668,0.3333333333333333,8.866666666666667,-0.17293233082706766,2.9166190472303146,6,0.4666666666666667,10.4
825,2023,0.6818181818181818,kevin_magnussen,210,haas,-3.1111111111111107,0.25,14.568181818181818,-0.022014213901889425,2.922876986214646,9,0.16666666666666666,14.88888888888889
840,2024,0.38461538461538464,stroll,117,aston_martin,0.5833333333333339,0.0,10.307692307692308,-0.0833333333333332,3.387066905483596,7,0.5,11.166666666666666
835,2016,0.8571428571428571,jolyon_palmer,4,renault,2.8000000000000007,0.6666666666666666,14.175,-0.0017636684303349967,3.0594117081556713,0,0.06666666666666667,14.2
